Key
"ITALY,BRIGNANO GERA D ADDA,24053"
"ITALY,MONZA,20052"
"ITALY,MORAZZONE,21040"
"GERMANY,RASTATT,76437"
"FRANCE,LEZIGNE,49430"
"ITALY,POZZOLENGO,25010"
"ITALY,PEGOGNAGA,46020"
"ITALY,BUCCINASCO,20090"
"ITALY,CADRIANO DI GRANAROLO,40057"
"ITALY,PIETRACUTA DI SAN LEO,47865"
"UNITED KINGDOM,HARLOW,CM19 5SU"
"UNITED KINGDOM,NEWBURY,RG19 6HW"
"ITALY,GREZZAGO,20056"
"ITALY,TREZZANO ROSA,20060"
"ITALY,BARI,70026"
"GERMANY,OLCHING,82140"
"GERMANY,DILLENBURG,35683"
"FRANCE,JOUE LES TOURS,37305"
"AUSTRIA,DIETACH,4407"
"ITALY,RAVENNA,48100"
"ITALY,AGRATE BRIANZA,20041"
"ITALY,FROSSASCO,10060"
"ITALY,BAGNOLO SAN VITO,46031"
"ITALY,CALEPPIO DI SETTALA,20090"
"UNITED KINGDOM,ROUND SPINNEY,NN3 8RS"
"UNITED KINGDOM,BRIERLEY HILL, WEST MIDLA,DY5 1QA"
"ITALY,TREDOZIO,47019"
"UNITED KINGDOM,ASHFORD,TN23 1EL"
"UNITED KINGDOM,GATESHEAD,NE10 0QD"
"IRELAND,ATHLONE,NONE"
"HUNGARY,PESCELY-UNGARN,8245"
"GERMANY,UNNA,59425"
"SPAIN,CADRETE,50420"
"SPAIN,CADRETE (ZARAGOZA),50420"
"ITALY,ALPIGNANO,10091"
"ITALY,BRUNICO,39031"
"SPAIN,PORRINO,36400"
"FRANCE,ANNECY CEDEX,74009"
"ITALY,CASALECCHIO DI RENO,40033"
"ITALY,CONDOVE,10055"
"ITALY,RIVOLTA D'ADDA,26027"
"ITALY,FANANO,41021"
"ITALY,CAMPODARSEGO,35011"
"ITALY,POGGIOFIORITO,66030"
"SPAIN,SANTPEDOR,8251"
"FRANCE,GIEN,45500"
"ITALY,SAN PROSPERO,41030"
"BELGIUM,BRUSSELS (HAREN),1130"
"GERMANY,OBERBOIHIGEN,72644"
"ITALY,ALMESE,10040"
"ITALY,CASTRONNO,21040"
"ITALY,PINEROLO,10064"
"ITALY,CARIGNANO,10041"
"ITALY,DOSSO,44040"
"ITALY,CORIO,10070"
"AUSTRIA,LINZ,4481"
"ITALY,CALDAROLA,62020"
"GERMANY,LANGENHAGEN,30855"
"GERMANY,NEUSTADT,1844"
"GERMANY,HEILBRONN,74078"
"SPAIN,PAMPLONA,31012"
"FRANCE,NARBONNE,11100"
"ITALY,CIRIE',10073"
"ITALY,OSTERIA GRANDE,40060"
"ITALY,MODENA ,41100"
"BELGIUM,KONTICH,2550"
"ITALY,OTTAVIANO,80044"
"FRANCE,SABLE SUR SARTHE  CEDEX,72302"
"ITALY,MANGONE,87050"
"ITALY,VILLA CARCINA,25060"
"ITALY,CASTELFRACO EMILIA,41013"
"UNITED KINGDOM,DONCASTER,DN4 8DH"
"GERMANY,ERDING,85435"
"ITALY,SPECCHIA,73040"
"ITALY,PARMA ,43100"
"ITALY,LECCO,23900"
"ITALY,FAVRIA CANAVESE,10083"
"ITALY,MANIAGO,33085"
"ITALY,VINOVO (TO),10048"
"ITALY,SAN CESARIO SUL PANARO,41018"
"ITALY,DRONERO (CN),12025"
"FRANCE,LA FLECHE,72200"
"ITALY,NUSCO,83501"
"ITALY,FRAZ SORBARA-BOMPORTO,41030"
"ITALY,AIRASCA,10060"
"ITALY,TORREGLIA (PD),35038"
"SLOVAKIA,HLOHOVEC - SULEKOVO,92003"
"POLAND,OLEŚNICA,56-400"
"GERMANY,WALTERSHAUSEN,99880"
"TURKEY,TORBALI,35875"
"NETHERLANDS,BOXTEL,5281 PB"
"ITALY,NOVA MILANESE,20854"
"ITALY,COLLESALVETTI,57017"
"GERMANY,BUXTEHUDE,21614"
"GERMANY,ILLERTISSEN,89257"
"GERMANY,HEUSENSTAMM,63150"
"FRANCE,RUNGIS CEDEX,94523"
"POLAND,BIELSKO-BIALA,43-300"
"LATVIA,JELGAVA,3004"
"ITALY,CORREGGIO,42015"
"ITALY,TREZZANO SUL NAVIGLIO,20090"
"ITALY,PONT CANAVESE,10085"
"FRANCE,FRESNES ,94260"
"ITALY,CARATE BRIANZA ,20841"
"ITALY,NONANTOLA,41015"
"ITALY,ROMANO D'EZZELINO,36060"
"ITALY,REGGIO EMILIA ,42124"
"ITALY,MONZA,20900"
"BELGIUM,NOORDERWIJK-HERENTALS,2200"
"ITALY,BOLGARE,24060"
"ITALY,MAROSTICA,36063"
"GERMANY,HOF,95030"
"CZECH REPUBLIC,BOR U TACHOVA,34802"
"ITALY,SAN SALVO,66050"
"CZECH REPUBLIC,VELKA BITES,595 01"
"GERMANY,MECKENBEUREN,88074"
"ITALY,BAGNOLO SAN VITO  MN ,46031"
"ITALY,CASTEL GUELFO (BO),40023"
"ITALY,BODIO LOMNAGO,21020"
"UNITED KINGDOM,NURSLING,SO16 0YS"
"GERMANY,WILHELMSHAVEN,26389"
"ITALY,ODOLO,25076"
"ITALY,CANTARANA D'ASTI,14018"
"ITALY,OSIO SOTTO ,24046"
"ITALY,STORO,38089"
"ITALY,REGGIOLO ,42046"
"ITALY,INVERIGO,22044"
"FINLAND,LAITILA,23800"
"ITALY,CODISOTTO DI LUZZARA,42045"
"ITALY,ARCORE,20043"
"ITALY,RUBIERA,42048"
"ITALY,CASTELLI CALEPIO,24060"
"SPAIN,ALCALA DE HENARES,28806"
"ITALY,TREPUZZI,73019"
"UNITED KINGDOM,HESSLE,HU13 OTP"
"ITALY,MONTERUBBIANO,63825"
"ITALY,BARBANIA,10070"
"NETHERLANDS,BARNEVELD,3772 MN"
"GERMANY,BERLIN,12681"
"GERMANY,NETTETAL,41334"
"AUSTRIA,BAD HALL,4540"
"UNITED KINGDOM,WARLEY,B67 5AS"
"ITALY,QUISTELLO,46026"
"UNITED KINGDOM,COULSDON,CR5 2HT"
"UNITED KINGDOM,WORCESTER,WR5 3DF"
"ITALY,POTENZA,85100"
"ITALY,MONTORSO,36050"
"ITALY,MINERBE,37046"
"ITALY,FORLI,47100"
"ITALY,VOLVERA,10040"
"ITALY,THIENE,36016"
"AUSTRIA,SAINT ANDRAE-WOERDERN,3423"
"ITALY,CASERTA,81100"
"GERMANY,REGENSBURG,93055"
"FRANCE,CHEVILLY,45520"
"ITALY,VILLAGGIO TORRAZZI,41122"
"UNITED KINGDOM,PONTYCLUN, MID GLAMORGAN,CF72 9HG"
"FRANCE,BONNEUIL SUR MARNE,94380"
"ITALY,RENATE BRIANZA,20838"
"ITALY,SANTA MARGHERITA D'ADIGE,35040"
"SWITZERLAND,EMBRACH,8424"
"ITALY,CADELBOSCO SOPRA,42023"
"ITALY,VALPERGA,10087"
"ITALY,PESARO,61100"
"GERMANY,ERWITTE,59597"
"GERMANY,NEUNKIRCHEN,57290"
"ITALY,GALBIATE,23851"
"ITALY,PORTOGRUARO,30026"
"FRANCE,TOULOUSE CEDEX,31027"
"FINLAND,TAMPERE,33330"
"SLOVAKIA,POVAZSKA BYSTRICA,1701"
"ITALY,MARCON,30020"
"ITALY,VILLASTELLONE,10029"
"BELGIUM,RUMST,2840"
"NETHERLANDS,SR WEERT,6006"
"FRANCE,CONTAMINE-SUR-ARVE,74130"
"ITALY,BUSANO ,10080"
"GERMANY,BINGEN,55411"
"ITALY,VENARIA,10078"
"UNITED KINGDOM,CORBY,NN18 8AW"
"UNITED KINGDOM,OXFORD,OX5 1HX"
"ITALY,BORZANO DI ALBINEA,42020"
"UNITED KINGDOM,BIRMINGHAM,B42 1EA"
"BELGIUM,HAMME,9220"
"GERMANY,KAUFBEUREN,87600"
"ITALY,CESENA,47522"
"ITALY,VALLESE DI OPPEANO,37050"
"ITALY,VAIE,10050"
"ITALY,RIMINI,47900"
"UNITED KINGDOM,WEST BROMWICH,B71 3JZ"
"ITALY,INVORIO,28045"
"ITALY,TORINO,10095"
"GERMANY,WERDOHL,58791"
"GERMANY,BURGAU,89331"
"GERMANY,SOHLAND AN DER SPREE,2689"
"ITALY,MONTICHIARI,25018"
"GERMANY,GROSSBEEREN,14979"
"GERMANY,BESIGHEIM-OTTMARSHEIM,74354"
"ITALY,MALONNO,25040"
"ITALY,NOVA MILANESE,20054"
"ITALY,BRIGNANO GERA D'ADDA,24053"
"ITALY,SPILAMBERTO,41057"
"UNITED KINGDOM,LINCOLN,LN6 7AF"
"HUNGARY,GYOR,9027"
"SWITZERLAND,RUETHI,9464"
"GERMANY,IRXLEBEN,39167"
"UNITED KINGDOM,EBBW VALE,NP23 5SD"
"TURKEY,OVAAKCA BURSA,16335"
"FRANCE,CORBAS,69960"
"POLAND,KRAKOW,30-399"
"GERMANY,WALTERSHAUSEN,99867"
"TURKEY,PENDIK,34903"
"UNITED KINGDOM,LINCOLN,LN5 9RT"
"UNITED KINGDOM,CRAMLINGTON,NE23 1WA"
"UNITED KINGDOM,WORCESTER,WR4 9FA"
"BELGIUM,HEULE KORTRIJK,8501"
"GERMANY,AUERBACH,91275"
"GERMANY,HATTINGEN,45525"
"FRANCE,VALENCE,26000"
"ITALY,MILANO,20149"
"UNITED KINGDOM,HOUGHTON REGIS,LU5 5BF"
"FRANCE,BRETEUIL,60120"
"CZECH REPUBLIC,JICIN,506 48"
"ITALY,CARMIANO,73041"
"GERMANY,AUGSBURG,86167"
"FRANCE,COLMAR,68000"
"ITALY,TERRUGGIA,15030"
"SPAIN,SANT JUST DESVERN,8960"
"UNITED KINGDOM,WARLEY,B64 6QB"
"ITALY,BREGANZE,36042"
"SLOVAKIA,LOZORNO,90055"
"UNITED KINGDOM,WOLVERHAMPTON,WV10 9LA"
"ITALY,TORBIATO DI ADRO,25030"
"ITALY,PARATICO,25030"
"POLAND,WYSZKOW,07-200"
"ITALY,TRIBIANO,20067"
"UNITED KINGDOM,KINGSWINFORD,DY6 7QQ"
"BELGIUM,KORTEMARK,8610"
"POLAND,SKAWINA,32-050"
"GERMANY,KREFELD,47809"
"GERMANY,FRIEDBERG,86316"
"FRANCE,CHATELLERAULT,86100"
"ITALY,RIVAROLO CANAVESE TO,10086"
"ITALY,LUZZARA,42045"
"FRANCE,CAMBRAI,59400"
"ITALY,ARPAIA,82011"
"GERMANY,HOMBERG-NIEDEROFLEIDEN,35315"
"UNITED KINGDOM,SUDBURY,CO10 1XR"
"GERMANY,BAD SÄCKINGEN,79713"
"ITALY,BRUINO TO,10090"
"FRANCE,VERTOU,44115"
"ITALY,CASTELNOVO BARIANO (RO),45030"
"FRANCE,LE MANS CEDEX2,72018"
"ITALY,PIETRACUTA DI SAN LEO -RN,47865"
"ITALY,VALSAMOGGIA,40053"
"POLAND,STAROGARD GDANSKI,83-200"
"GERMANY,SALZGITTER,38228"
"ITALY,LAINATE,2020"
"ITALY,BOLOGNA,40138"
"UNITED KINGDOM,WARWICK,CV34 6TF"
"ITALY,TAURISANO,73056"
"UNITED KINGDOM,NORTH WALSHAM,NR28 0AJ"
"GERMANY,WESEL,46483"
"TURKEY,SEKERPINAR/CAYIROVA,41420"
"POLAND,BYDGOSZCZ,85-862"
"ITALY,CASTELLETTO BRANDUZZ PV,27040"
"UNITED KINGDOM,WITNEY,OX29 0YG"
"FRANCE,VITRY SUR SEINE,94400"
"FRANCE,LES SORINIERES,44480"
"GERMANY,RONNEBURG,7580"
"ITALY,PIANEZZA,10044"
"UNITED KINGDOM,CRAMLINGTON,NE23 8AD"
"ITALY,OSPIATE DI BOLLATE,20021"
"GERMANY,VILLINGEN SCHWENNINGEN,78006"
"ITALY,SOZZIGALLI DI SOLIERA,41019"
"HUNGARY,KUNSZENTMARTON,5440"
"NETHERLANDS,SCHIPOL-RIJK,1119 NT"
"ITALY,PESCHIERA BORROMEO,20068"
"GERMANY,HORB AM NECKAR,72160"
"ITALY,ALBAVILLA,22031"
"UNITED KINGDOM,NORTHFLEET,DA11 8HB"
"UNITED KINGDOM,BASILDON,SS14 3ES"
"POLAND,LACK,09-520"
"NETHERLANDS,THOLEN,4691 SM"
"DENMARK,MIDDELFART,5500"
"UNITED KINGDOM,PLYMOUTH,PL5 2SA"
"GERMANY,KLETTGAU,79771"
"FRANCE,ST-JEAN DE LA RUELLE CED,45141"
"UNITED KINGDOM,SHILDON,DL4 2QN"
"ITALY,VEDUGGIO CON COLZANO,20050"
"GERMANY,NEUSS,41468"
"GERMANY,WUPPERTAL,42351"
"ITALY,ROVEREDO IN PIANO,33080"
"ITALY,CAMPOSANTO ,41031"
"GERMANY,LEUTKIRCH IM ALLGAU,88299"
"ITALY,SETTIMO MILANESE,20019"
"TURKEY,CIOLI-IZMIR,10002"
"ITALY,TORINO,10127"
"GERMANY,MUELHEIM,45468"
"POLAND,GLINIANKA,05-408"
"FRANCE,CRAN-GEVRIER,74960"
"BELGIUM,MECHELEN,2800"
"FRANCE,MONTARGIS,45120"
"UNITED KINGDOM,LEICESTER,LE4 9LN"
"GERMANY,OCHSENHAUSEN,88416"
"ITALY,LUMEZZANE S S,25065"
"BELGIUM,GROOT-BIJGAARDEN,1702"
"POLAND,PLOCK,09-407"
"ITALY,MONTEBELLUNA,31044"
"ITALY,BAGNOLO IN PIANO,42011"
"UNITED KINGDOM,WILLENHALL,WV13 3SJ"
"GERMANY,FELLBACH,70736"
"UNITED KINGDOM,BASILDON,SS14 3AD"
"UNITED KINGDOM,LEEDS,LS14 2LA"
"ITALY,SANTA VITTORIA DI GUALTIE,42040"
"ROMANIA,FAGARAS,505200"
"SWEDEN,KRISTIANSTAD,291 09"
"NETHERLANDS,DIEMEN,1112 AW"
"GERMANY,ÖHRINGEN,74613"
"POLAND,SLUPSK,76-200"
"GERMANY,HALVER,58553"
"FRANCE,TOULOUSE,31024"
"ITALY,FORNOVO DI TARO,43045"
"ITALY,MELPIGNANO,73020"
"FRANCE,LE BLANC,36300"
"ITALY,VILLANOVA CANAVESE,10070"
"FRANCE,MONDEVILLE,14125"
"GERMANY,GMUND-AM TEGERNSEE,83703"
"FRANCE,MARLY LA VILLE,95670"
"GERMANY,ENGELSKIRCHEN,51766"
"SPAIN,TRETO,39760"
"GERMANY,NEUMUENSTER,24539"
"ITALY,MANOPPELLO,65024"
"BELGIUM,ZWEVEZELE-WINGENE,8750"
"ITALY,SANDRIGO,36066"
"ITALY,VIGONE ,10067"
"GERMANY,HEILIGENHAUS,42571"
"GERMANY,HOMBURG,66424"
"ITALY,BOLLADELLO DI CAIRATE,21050"
"NETHERLANDS,DUIVEN,6921 RC"
"ITALY,PIOSSASCO,10045"
"GERMANY,LEINGARTEN,74211"
"ITALY,LIVORNO,57121"
"GERMANY,OFFENBACH AM MAIN,63069"
"AUSTRIA,SAINT MICHAEL BEI BLEIBUR,9143"
"ITALY,SURBO,73010"
"CZECH REPUBLIC,TABOR,390 01"
"ITALY,PAVULLO NEL FRIGNANO,41026"
"UNITED KINGDOM,GLOUCESTER,GL1 55Q"
"FRANCE,CHATELLERAULT CEDEX,86107"
"GERMANY,NEU-ULM,89231"
"ITALY,POMPIANO,25030"
"ITALY,ALONTE,36040"
"UNITED KINGDOM,SKIPTON,BD23 1UP"
"ITALY,FLERO ,25020"
"ITALY,CARPANETO PIACENTINO ,29013"
"ITALY,BUSALLA,16012"
"BELGIUM,SCHOTEN,2900"
"ITALY,CANTELLO,21050"
"GERMANY,DETTINGEN AN DER ERMS,72581"
"SPAIN,SAN FERNANDO DE HENARES,28830"
"ITALY,MONTECCHIO MAGGIORE,36075"
"FRANCE,SATOLAS ET BONCE,38290"
"UNITED KINGDOM,STROUD,GL6 9BH"
"ITALY,ARCO,38062"
"ITALY,ERCOLANO,80056"
"FRANCE,THOUARS CEDEX,79106"
"ITALY,CORSICO,20094"
"GERMANY,SCHWIEBERDINGEN,71701"
"BELGIUM,DESTELDONK/GENT,9042"
"UNITED KINGDOM,POOLE,BH17 0GE"
"POLAND,TORUN,87-100"
"CZECH REPUBLIC,CESKE BUDEJOVICE,37004"
"ITALY,SEZZE SCALO (LT),4010"
"GERMANY,BAD SACKINGEN,79713"
"GERMANY,GLUCKSTADT,25348"
"ITALY,TARANTO,74100"
"GERMANY,WOLFENBUETTEL,38302"
"GERMANY,SAARBRUECKEN,66117"
"CZECH REPUBLIC,VYSOKIE MYTO,566 01"
"ITALY,FUCECCHIO,50054"
"ITALY,ROSTA,10090"
"FINLAND,RAUMA,26100"
"GERMANY,SAINT WENDEL,66606"
"POLAND,MAZANCOWICE,43391"
"TURKEY,TUZLA,34953"
"ITALY,SIZIANO,27010"
"ITALY,CASTELGUELFO DI BOLOGNA,40023"
"GERMANY,WALDKRAIBURG,84478"
"GERMANY,WALDKARIBURG,84478"
"UNITED KINGDOM,EXETER,EX5 2DX"
"FRANCE,MELUN CEDEX,77006"
"ITALY,FIESSO UMBERTIANO,45024"
"ITALY,CASTELLO D'ARGILE,40050"
"ITALY,PIACENZA,2100"
"ITALY,SAN ZENO DI CASSOLA,36022"
"POLAND,LEGNICKIE POLE,59241"
"GERMANY,KÖNIGSBRONN,89551"
"GERMANY,KOBLENZ,56020"
"ITALY,GESSATE,20060"
"FRANCE,VENISSIEUX CEDEX,69638"
"UNITED KINGDOM,GATESHEAD,NE11 0SJ"
"GERMANY,SCHROBENJAUSEN,86529"
"HUNGARY,VESZPREM,8200"
"UNITED KINGDOM,WELLINGBOROUGH,NN8 6AQ"
"AUSTRIA,KOTTINGBRUNN,2542"
"ITALY,PALAZZOLO SULL  OGLIO,10050"
"FRANCE,SAINT ETIENNE,42000"
"UNITED KINGDOM,IPSWICH SUFFOLK,IP3 9RR"
"UNITED KINGDOM,BOSTON,PE21 7FP"
"ITALY,ROMANORE DI BORGOFORTE,46030"
"ITALY,SAN GIOVANNI LUPATOTO,37057"
"NETHERLANDS,SLIEDRECHT,3361"
"GERMANY,LEMFOERDE,49448"
"GERMANY,BAD SCHUSSENRIED,88424"
"UNITED KINGDOM,SCARBOROUGH,YO11 3UT"
"IRELAND,TRALEE,CO KERRY"
"ITALY,VIGONE,10067"
"ITALY,VILLANOVA D'ASTI,14019"
"FRANCE,COEX,85220"
"ITALY,SUELLO,23867"
"BELGIUM,ROESELATE,8800"
"ITALY,LEINÌ,10040"
"GERMANY,HOEXTER,37671"
"ITALY,MOLINELLA,40062"
"ITALY,BRESCIA,25100"
"ROMANIA,BISTRITA,420006"
"BELGIUM,ANTWERPEN,2030"
"FRANCE,VENISSIEUX CEDEX,69634"
"ITALY,BARGE,12032"
"SPAIN,LINARS DEL VALLES,8450"
"FRANCE,ST-PIERRE D'EXIDEUIL,86400"
"UNITED KINGDOM,EASTFIELD SCARBOROUGH,YO11 3UT"
"ITALY,LOCALITÀ INCORONATA,71100"
"ITALY,VERONA,37139"
"SPAIN,VALLADOLID,47010"
"ITALY,CASTEL GOFFREDO,46042"
"ITALY,MONTEGALDA,36047"
"ITALY,NERVIANO,20014"
"FRANCE,MORIGNY CHAMPIGNY,91150"
"ITALY,PORTO MANTOVANO,46047"
"ITALY,CASALOLDO,46040"
"ITALY,NOGAROLA ROCCA (VR),37060"
"GERMANY,WIPPERFURTH,51688"
"TURKEY,BURSA,16140"
"ITALY,CASTELNUOVO CALCEA ,14040"
"FRANCE,SAINT-QUENTIN FALLAVIER,38070"
"ITALY,BESOZZO,21023"
"CZECH REPUBLIC,PRAHA 4 - HAJE,149 00"
"ITALY,S NICOLO ROTTOFRENO,29010"
"GERMANY,BAD BENTHEIM-GILDEHAUS,48455"
"FRANCE,LE POIRE SUR VIE,85170"
"ITALY,PERUGIA,6135"
"ITALY,QUATTORDIO,15028"
"CZECH REPUBLIC,CHRUDIM,537 01"
"ITALY,REGGION EMILIA,42124"
"GERMANY,HAMM/SIEG,57577"
"ITALY,LANCIANO,66034"
"ITALY,TORINO,10060"
"FRANCE,ANNEMASSE CEDEX,74130"
"GERMANY,PARCHIM,19370"
"POLAND,LODZ,93331"
"ITALY,FERRARA,44124"
"AUSTRIA,BRUNN AM GEBIRGE,2345"
"ITALY,FRASSINETO PO,15040"
"ITALY,LUINO,21016"
"NETHERLANDS,SCHIPHOL-RIJK,1119 NT"
"ITALY,SOMMARIVA DEL BOSCO,12048"
"AUSTRIA,TAXACH BEI HALLEIN,5400"
"ITALY,FRAZIONE MAZZO DI RHO,20017"
"ITALY,CRESPELLANO,40010"
"FRANCE,MARMANDE,47220"
"SLOVAKIA,5800 AM  VENRAY,922 02"
"ITALY,CASSINE,15016"
"ITALY,PORDENONE,33170"
"FRANCE,LE PLESSIS BELLEVILLE,60330"
"FRANCE,MORIGNY CHAMPIGNY ETAMPES,91150"
"BELGIUM,MENEN,8930"
"GERMANY,HILCHENBACH,57271"
"GERMANY,BIELEFELD,33719"
"ITALY,INDUNO OLONA,21056"
"BELGIUM,JABBEKE,8490"
"FRANCE,ANNONAY,7100"
"FRANCE,LA MOTHE ACHARD,85150"
"GERMANY,SELM,59379"
"ITALY,MILANO,20135"
"SPAIN,MADRID,28022"
"FRANCE,LAGNY LE SEC,60330"
"GERMANY,VELBERT,42553"
"NETHERLANDS,BOLSWARD,8701 MH"
"GERMANY,HAMBURG,21107"
"ITALY,VILLASANTA,20852"
"POLAND,PLOCK,09-41"
"ITALY,OSIO SOTTO,24046"
"UNITED KINGDOM,COVENTRY,CV6 4AD"
"GERMANY,EMPFINGEN,72186"
"SPAIN,CASTELLON DE LA PLANA,12080"
"NETHERLANDS,GOOR,NL-7471 EW"
"FRANCE,ARNAS,69400"
"ITALY,GALLARATE,21013"
"FRANCE,STEENBECQUE,59189"
"CZECH REPUBLIC,TRHOVY STEPANOV,25763"
"BELGIUM,SINT-MICHIELS BRUGGE,8200"
"GERMANY,OBERBOIHINGEN,72644"
"FRANCE,LEYMENT,1150"
"ITALY,GENOVA,16154"
"ITALY,CASTEGNATO,25045"
"BELGIUM,STADEN-OOSTNIEUWKERKE,8840"
"ITALY,SERIATE (BG) ,24068"
"FRANCE,CHAMPAGNE,7340"
"FRANCE,TREFFORT,1370"
"TURKEY,NİLÜFER/BURSA,16140"
"ITALY,CERVERE,12040"
"GERMANY,GREVENBROICH,41516"
"FRANCE,MONDEVILLE,14120"
"FRANCE,ARPAJON,91290"
"BELGIUM,GULLEGEM,8560"
"ITALY,TORINO,10146"
"CZECH REPUBLIC,HOSTIVICE,253 01"
"FRANCE,SAINT CLAIR,7430"
"ITALY,STATTE TARANTO,74010"
"FRANCE,SAUTRON,44880"
"FRANCE,ANNONAY,7104"
"UNITED KINGDOM,TRIMDON GRANGE,TS29 6PE"
"FRANCE,BRIGNAIS,69530"
"FRANCE,CROIX CEDEX,59964"
"FRANCE,ROISSY CDG CEDEX,95933"
"UNITED KINGDOM,TIPTON,DY4 8UG"
"UNITED STATES,MOSINEE,54455"
"UNITED KINGDOM,DAVENTRY,NN11 8 RA"
"NETHERLANDS,SLIEDRECHT,3360 BE"
"GERMANY,NEUBRANDENBURG,17034"
"ITALY,KOSTANAY,110000"
"GERMANY,DORTMUND,44319"
"FRANCE,ST ETIENNE DU BOIS ,1370"
"BELGIUM,ZINGEM,9750"
"BELGIUM,WOUMEN,8600"
"BELGIUM,KUURNE,8520"
"GERMANY,HANNOVER,30453"
"GERMANY,ZSCHOPAU,9405"
"UNITED KINGDOM,ROCHESTER,ME1 2XX"
"FRANCE,CORVOL L ORGUEILLEUX,58460"
"ITALY,IMPRUNETA,50023"
"ITALY,POTENZA PICENA MC,62018"
"GERMANY,HEIDELBERG,69126"
"GERMANY,ENDINGEN A.K,79346"
"CZECH REPUBLIC,KUNOVICE,606 04"
"FRANCE,BONDY,93147"
"UNITED KINGDOM,NEWTON AYCLIFFE,DL5 6EJ"
"ITALY,CORNAREDO,20010"
"ITALY,GUASTICCE (LI),57017"
"POLAND,PRUSZKOW,05-800"
"FRANCE,VEIGNE,37250"
"ITALY,VIGOLZONE,29020"
"ITALY,PIOLTELLO,20096"
"FRANCE,ROULLOURS,14500"
"IRELAND,TRALEE,-"
"ITALY,BRESCIA,25126"
"CZECH REPUBLIC,VSELIBICE,463 48"
"BELGIUM,OOSTNIEUWKERKE,8840"
"SPAIN,MARKINA, BIZKAIA,48270"
"FRANCE,VENISSIEUX,69634"
"SPAIN,ALCALA DE HENARES,28802"
"POLAND,WARSZAWA,03-994"
"FRANCE,HOUDAN,78550"
"NETHERLANDS,VENLO,5928"
"TURKEY,ANKARA,6935"
"TURKEY,ISTANBUL,34150"
"ITALY,BAGNOLO MELLA,25021"
"TURKEY,KOCAELI,41420"
"TURKEY,ORHANGAZI - BURSA,16801"
"ITALY,PERTUSIO,10080"
"ITALY,CURA CARPIGNANO,27010"
"ITALY,MARANELLO,41053"
"TURKEY,BORNOVA IZMIR,35042"
"TURKEY,KIRSEHIR,40100"
"FRANCE,ANGERS CEDEX,49017"
"TURKEY,TUZLA,34956"
"TURKEY,ANKARA,6930"
"BELGIUM,HASSELT KURINGEN,3511"
"BELGIUM,LAARNE,9270"
"GERMANY,MUELSEN,8132"
"TURKEY,CATALCA ISTANBUL,34540"
"POLAND,LIPNO,87-600"
"TURKEY,ISTANBUL,34670"
"ITALY,SETTIMO TORINESE (TO),10036"
"FRANCE,CHERBOURG OCTEVILLE,50130"
"FRANCE,FELINES,7340"
"ITALY,RODANO MILLEPINI,20090"
"BELGIUM,KACHTEM,8870"
"BELGIUM,RUDDERVOORDE,8020"
"FRANCE,TRAPPES,78190"
"ITALY,GESSATE,20062"
"ITALY,NOVARA,28100"
"FRANCE,LES HAYES,41800"
"TURKEY,IZMIR, ALIAĞA ,35800"
"FRANCE,ST LOUP,69490"
"TURKEY,ESKISEHIR,26550"
"FRANCE,COEX,85200"
"FRANCE,SAINT PIERRE DE VARENGEVI,76480"
"SWEDEN,UMEÅ,90422"
"FRANCE,ROOST WARENDIN,59286"
"FRANCE,SAINT PRIEST CEDEX,69808"
"FRANCE,CROIX,59170"
"BELGIUM,BEERNE,8730"
"UNITED STATES,SPRINGFIELD,65807"
"PORTUGAL,EVORA,7005"
"ITALY,MARTANO,73025"
"ITALY,CAVENAGO DI BRIANZA,20040"
"ITALY,CAMBIANO,10020"
"BELGIUM,BEVEREN-LEIE,8791"
"FRANCE,ETOILE SUR RHONE,26800"
"BELGIUM,ARDOOIE,8850"
"GERMANY,HOFGEISMAR,34369"
"NETHERLANDS,EERSEL,5521 DZ"
"BELGIUM,STADEN,8840"
"UNITED KINGDOM,WILLENHALL,WV13 3SN"
"TURKEY,KONIA,42050"
"TURKEY,CAYIROVA/GEBZE,41400"
"ITALY,PANCALIERI,10060"
"ITALY,OSOPPO (UD),33010"
"CHINA,DONGGUAN,523935"
"FRANCE,CHALMAISON,77650"
"UNITED KINGDOM,KIDDERMINSTER,DY10 3SD"
"ITALY,PARMA,42032"
"GERMANY,KARLSRUHE  DURLACH,76227"
"GERMANY,HÖXTER,37671"
"GERMANY,WIPPERFÜRTH,51688"
"FRANCE,LIMAY,78520"
"BELGIUM,DADIZELE,8890"
"NETHERLANDS,ETTEN LEUR,4879 NB"
"BELGIUM,KAPELLEN,2950"
"ITALY,MERCATO SAN SEVERINO,84085"
"ITALY,CAMPOGALLIANO (MO),41011"
"FRANCE,COLOMBIER FONTAINE,25260"
"UNITED STATES,SPRINGDALE,72762"
"FRANCE,TRACY LEMONT,60170"
"AUSTRIA,ST VALENTIN,4300"
"GERMANY,BERLIN,13581"
"ITALY,FIORENZUOLA D'ARDA,29017"
"FRANCE,CHANAS,38150"
"SPAIN,VALLADOLID,47012"
"ITALY,VILLANOVA D'ASTI (AT),14019"
"AUSTRIA,WELS,4601"
"AUSTRIA,ST. VALENTIN,4300"
"FRANCE,LIBOURNE CEDEX,33503"
"SWITZERLAND,BRIG GLIS,3902"
"GERMANY,ULM,89079"
"ITALY,PREGNANA MILANESE,20010"
"GERMANY,HANNOVER,30521"
